subject,status,mcgill_code,mcgill_title,host_code,host_title,institution,country
PHYS,Equivalent,PHYS350,Honours Electricity and Magnetism,FYSC20,Electromagnetism,Lund University (LU),Sweden
PHYS,Equivalent,PHYS350 AND PHYS352,,Honours Electromagnetic Waves,PHYS09060,The University of Edinburgh,"Scotland, UK"
PHYS,Equivalent,PHYS351,Honours Classical Mechanics 2,PHYS10015,Lagrangian Dynamics,The University of Edinburgh,"Scotland, UK"
PHYS,Equivalent,PHYS357,Honours Quantum Physics 1,PHYS2111,Quantum Physics,University of New South Wales (UNSW),Australia
PHYS,Equivalent,PHYS357,Honours Quantum Physics 1,PHYS09051,Foundations of Quantum Mechanics,The University of Edinburgh,"Scotland, UK"
PHYS,Equivalent,PHYS357 AND PHYS457,,Honours Quantum Physics 2,PHYS10094,The University of Edinburgh,"Scotland, UK"
PHYS,Equivalent,PHYS362,Statistical Mechanics,PH3101,Statistical Mechanics I,Nanyang Technological University,Singapore
PHYS,Equivalent,PHYS362 AND PHYS253,,Thermal Physics,PHYS09061,The University of Edinburgh,"Scotland, UK"
PHYS,Equivalent,PHYS3XX,Physics 3XX,WBPH032,Waves and Optics,University of Groningen,Netherlands
PHYS,Equivalent,PHYS3XX,Physics 3XX,PHYS10111,Astrophysics: Stars and Planets,The University of Edinburgh,"Scotland, UK"
PHYS,Equivalent,PHYS3XX,Physics 3XX,PHYS334,"Atomic, molecular physics and optics",École Polytechnique Fédérale de Lausanne,Switzerland
PHYS,Not Equivalent,PHYS432,Physics of Fluids,ENGR361,Fluid Mechanics I,Concordia University,Canada
PHYS,Not Equivalent,PHYS432,Physics of Fluids,FYS4465,Dynamics of complex media,University of Oslo,Norway
PHYS,Equivalent,PHYS432,Physics of Fluids,BIOENG312,Fluid Mechanics (SV),École Polytechnique Fédérale de Lausanne,Switzerland
PHYS,Equivalent,PHYS434,Optics,PAX5PHAF,Optique Cohérente,Université Grenoble Alpes (UGA),France
PHYS,Not Equivalent,PHYS434,Optics,FYS4340,Transmission Electron Microscopy I,University of Oslo,Norway
PHYS,Equivalent,PHYS434,Optics,PH2301,Physical Optics,Nanyang Technological University,Singapore
PHYS,Equivalent,PHYS434,Optics,PHYS481,Optics,Korea University,South Korea
PHYS,Equivalent,PHYS447,Applications of Quantum Mechanics,PHYS3040,Quantum Mechanics II,University of Queensland (UQ),Australia
PHYS,Equivalent,PHYS457,Honours Quantum Physics 2,PHAS0023,Atomic and Molecular Physics,University College London (UCL) - University of London,"England, UK"
PHYS,Equivalent,PHYS457,Honours Quantum Physics 2,PHYS10043,Quantum Physics,The University of Edinburgh,"Scotland, UK"
PHYS,Equivalent,PHYS4XX,Physics 4XX,PHAS0053,Lasers and Modern Optics,University College London (UCL) - University of London,"England, UK"
PHYS,Equivalent,PHYS4XX,Physics 4XX,PH4603,Soft Condensed Matter Physics,Nanyang Technological University,Singapore
PHYS,Equivalent,PHYS512,Computational Physics with Applications,FYS4150,Computational Physics,University of Oslo,Norway
PHYS,Not Equivalent,PHYS512,Computational Physics with Applications,PHYS339,Advanced computational physics,École Polytechnique Fédérale de Lausanne,Switzerland
PHYS,Equivalent,PHYS512,Computational Physics with Applications,PHYS403,Computer simulation of physical systems I,École Polytechnique Fédérale de Lausanne,Switzerland
PHYS,Equivalent,PHYS514,General Relativity,PHYS501,Relativity,University of Calgary,Canada
PHYS,Equivalent,PHYS514,General Relativity,FYS4160,The general theory of relativity,University of Oslo,Norway
PHYS,Not Equivalent,PHYS519,Advanced Biophysics,FYS4715,Biological Physics,University of Oslo,Norway
PHYS,Not Equivalent,PHYS521,Astrophysics,FYS4600,Space Physics and Technology,University of Oslo,Norway
PHYS,Not Equivalent,PHYS534,Nanoscience and Nanotechnology,PH3601,Fabrication of Micro- and Nano-electronic Devices,Nanyang Technological University,Singapore
PHYS,Not Equivalent,PHYS534,Nanoscience and Nanotechnology,107987,NANOBIOTECHNOLOGY AND NANOMEDICINE,Autonomous University of Barcelona,Spain
PHYS,Equivalent,PHYS551,Quantum Theory,FYS4110,Advanced Quantum Mechanics,University of Oslo,Norway
PHYS,Equivalent,PHYS557,Nuclear Physics,PHYS505,Nuclear Physics,University of British Columbia (UBC) - All Campuses,Canada
PHYS,Equivalent,PHYS557,Nuclear Physics,FYS4570,Advanced Nuclear Structure,University of Oslo,Norway
PHYS,Equivalent,PHYS558,Solid State Physics,AP30011,Solid State Physics,The Hong Kong Polytechnic University,"Hong Kong, SAR"
PHYS,Equivalent,PHYS558,Solid State Physics,FYS3400,Condensed Matter Physics,University of Oslo,Norway
PHYS,Equivalent,PHYS558,Solid State Physics,PHYS460,Condensed Matter Physics,University of Illinois,USA
PHYS,Equivalent,PHYS559,Advanced Statistical Mechanics,FYS4130,Statistical mechanics,University of Oslo,Norway
PHYS,Equivalent,PHYS567,Particle Physics,SPA6307,Particle and Nuclear Physics,Queen Mary University of London (QMUL),"England, UK"
PHYS,Equivalent,PHYS567,Particle Physics,FYS4555,Particle Physics,University of Oslo,Norway
PHYS,Equivalent,PHYS567,Particle Physics,PHYS311,Nuclear and Particle Physics 1,École Polytechnique Fédérale de Lausanne,Switzerland
PHYS,Equivalent,PHYS5XX,Physics 5XX,PH3407,Introduction to Plasma Physics,Nanyang Technological University,Singapore
PHYS,Equivalent,PHYS5XX,Physics 5XX,PHYS337,Physique du solide,École Polytechnique Fédérale de Lausanne,Switzerland
PLNT,Equivalent,PLNT1XX,Plant Science 1XX,12B018P,Systématique et Biodiversité printemps,University of Geneva,Switzerland
PLNT,Not Equivalent,PLNT1XX,Plant Science 1XX,14B008,"Flore et végétation: cartographie, analyses et indicateurs",University of Geneva,Switzerland
PLNT,Equivalent,PLNT1XX,Plant Science 1XX,14B668,Travail sur le terrain en botanique et de biogéographie alpines,University of Geneva,Switzerland
PLNT,Not Equivalent,PLNT200,Introduction to Crop Science,ENV3112,Gestion environnementale des ressources agricoles,Université du Québec - TÉLUQ Université,Canada
PLNT,Equivalent,PLNT2XX,Plant Science 2XX,FRST210,Forest Plant Biology II,University of British Columbia (UBC) - All Campuses,Canada
PLNT,Equivalent,PLNT2XX,Plant Science 2XX,BIO1904,Organisation et physiologie des plantes,Université Laval,Canada
PLNT,Equivalent,PLNT2XX,Plant Science 2XX,BI0461,"Botanty, Plant systematics and Laboratory",EAFIT University,Colombia
PLNT,Equivalent,PLNT2XX,Plant Science 2XX,BTNY202,Plant and Fungal Diversity,University of Otago / Te Whare Wananga o Otago,New Zealand
PLNT,Equivalent,PLNT2XX,Plant Science 2XX,GEOG287,"Plants, People and the environment",University of Otago / Te Whare Wananga o Otago,New Zealand
PLNT,Equivalent,PLNT2XX,Plant Science 2XX,LSM3256,Tropical Horticulture,National University of Singapore,Singapore
PLNT,Equivalent,PLNT300,Cropping Systems,SCIE3314,Crops and cropping systems,The University of Western Australia (UWA),Australia
PLNT,Not Equivalent,PLNT350,Special Topics: Plant Science 1,BIOL3030,Urban Ecology,University of Queensland (UQ),Australia
PLNT,Equivalent,PLNT353,Plant Structure and Function,BIO3540,Physiologie et biochimie des plantes,University of Ottawa,Canada
PLNT,Not Equivalent,PLNT358,Flowering Plant Diversity,BIOL10001,Biology of Australian Flora & Fauna,University of Melbourne,Australia
PLNT,Equivalent,PLNT358,Flowering Plant Diversity,BOTA20002,Plant Biodiversity,University of Melbourne,Australia
PLNT,Equivalent,PLNT358,Flowering Plant Diversity,BIO3710,Systématique et diversité des plantes,University of Ottawa,Canada
PLNT,Equivalent,PLNT358,Flowering Plant Diversity,BOTN30050,DIVERSITY OF PLANT FORM & FUNCTION,University College Dublin,Ireland
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,PLNT3301,Plant Physiological Ecology,The University of Western Australia (UWA),Australia
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,BIOL303,Green Planet: Biology and History of Plant,University of British Columbia (UBC) - All Campuses,Canada
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,BIOL433,Plant Genetics,University of British Columbia (UBC) - All Campuses,Canada
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,BIOL2010,Plant Ecophysiology,University of Porto,Portugal
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,BS3018,PLANT BIOLOGY,Nanyang Technological University,Singapore
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,12B019,Développement végétal,University of Geneva,Switzerland
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,14B015,Botanique systématique et pharmaceutique,University of Geneva,Switzerland
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,14B016,Botanique tropicale,University of Geneva,Switzerland
PLNT,Equivalent,PLNT3XX,Plant Science 3XX,14B915,Botanique systématique et pharmaceutique - travaux pratiques,University of Geneva,Switzerland
PLNT,Not Equivalent,PLNT435,Plant Breeding,MB120P144,Plant breeding systems,Charles University in Prague,Czech Republic
PLNT,Equivalent,PLNT460,Plant Ecology,ENVSCI737,Applied Terrestrial Ecology,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
PLNT,Equivalent,PLNT4XX,Plant Science 4XX,MB130P09,Plant Ecophysiology,Charles University in Prague,Czech Republic
PLNT,Equivalent,PLNT4XX,Plant Science 4XX,MB130P22E,Physiological functions of plants in ecosystems,Charles University in Prague,Czech Republic
PLNT,Equivalent,PLNT5XX,Plant Science 5XX,MB120P172,Plant Epigenetics,Charles University in Prague,Czech Republic
PLNT,Not Equivalent,PLNT662,Advances in Plant Biotechnology,BS4015,Plant Biotechnology,Nanyang Technological University,Singapore
PLNTXXX,Equivalent,PLNTXXX,Plant Science XXX,BIOS2051,Plant Biology,University of New South Wales (UNSW),Australia
PLNTXXX,Not Equivalent,PLNTXXX,Plant Science XXX,BIOL2414,Plant Adaptation to Climate Change,The University of Hong Kong (HKU),"Hong Kong, SAR"
PLNTXXX,Not Equivalent,PLNTXXX,Plant Science XXX,BOTN20050,Principles of Plant Biology,University College Dublin,Ireland
PLNTXXX,Equivalent,PLNTXXX,Plant Science XXX,BILG09021,Molecular and Synthetic Plant Biology 3,The University of Edinburgh,"Scotland, UK"
PLNTXXX,Not Equivalent,PLNTXXX,Plant Science XXX,719331,Plant Physiology & Education,Seoul National University,South Korea
POLI,Equivalent,POLI1XX,Political Science 1XX,GOVT2305,United States Government,Austin Community College,USA
POLI,Not Equivalent,POLI1XX,Political Science 1XX,POL213,American Government,Toccoa Falls College,USA
POLI,Equivalent,POLI200,Introduction to Political Science,POLS1001,Foundations of Politics,Mount Allison University,Canada
POLI,Equivalent,POLI200,Introduction to Political Science,50392,Introduction to Politics,University of the Fraser Valley,Canada
POLI,Equivalent,POLI200,Introduction to Political Science,ASPO15F00,Introduction à la science politique,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI200,Introduction to Political Science,DROIT,Cours d’introduction à la science politique,amU Aix Marseille Université,France
POLI,Equivalent,POLI200,Introduction to Political Science,PIA2105,Introduction to political science,City University of Hong Kong,"Hong Kong, SAR"
POLI,Equivalent,POLI200,Introduction to Political Science,APSS1BN31,Introduction to Politics,The Hong Kong Polytechnic University,"Hong Kong, SAR"
POLI,Not Equivalent,POLI200,Introduction to Political Science,00905,Sociology (A-E),University of Bologna,Italy
POLI,Equivalent,POLI200,Introduction to Political Science,362549,English for Political Science,University of Barcelona,Spain
POLI,Not Equivalent,POLI210,Political Science Research Methods,POLS20034,The Craft of Political Research,University of Melbourne,Australia
POLI,Not Equivalent,POLI210,Political Science Research Methods,POL2156,Foundations of Research in Political Science,University of Ottawa,Canada
POLI,Not Equivalent,POLI210,Political Science Research Methods,PO22Q,Introduction to Causal Inference in Quantitative Political Analysis,University of Warwick,"England, UK"
POLI,Not Equivalent,POLI210,Political Science Research Methods,POLI20050,Research Methods in Political Science,University College Dublin,Ireland
POLI,Equivalent,POLI210,Political Science Research Methods,LRI2012,Research Methods in Social Sciences,University of the Americas Puebla (UDLAP),Mexico
POLI,Equivalent,POLI212,Government and Politics - Developed World,LPOLS1212,Régimes Politiques Contemporains,Catholic University of Louvain,Belgium
POLI,Equivalent,POLI212,Government and Politics - Developed World,POLI203,Introduction to Comparative politics,Concordia University,Canada
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,POLI202,Introduction to Political Science,Concordia University,Canada
POLI,Equivalent,POLI212,Government and Politics - Developed World,POL2104B,Introduction to Comparative Politics,University of Ottawa,Canada
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,POL2504,Introduction à la politique comparée,University of Ottawa,Canada
POLI,Equivalent,POLI212,Government and Politics - Developed World,POL101H1,The Real World of Politics: An IntroductioN,University of Toronto,Canada
POLI,Equivalent,POLI212,Government and Politics - Developed World,POL1003,Démocraties et autoritarismes,Université Laval,Canada
POLI,Equivalent,POLI212,Government and Politics - Developed World,POL1073,FONDEMENTS DE L’ANALYSE POLITIQUE,Université du Québec en Outaouais (UQO),Canada
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,2PL604,Comparative Politics,Prague University of Economics and Business (VSE),Czech Republic
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,POLI10202,Introduction to Comparative Politics,The University of Manchester,"England, UK"
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,PIED1110,Comparative Politics,University of Leeds,"England, UK"
POLI,Equivalent,POLI212,Government and Politics - Developed World,PIA2050,Comparative Politics and Societies,City University of Hong Kong,"Hong Kong, SAR"
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,B5262,POLITICAL BEHAVIOR AND INSTITUTIONS,University of Bologna,Italy
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,LPT2012,Comparative Politics,University of the Americas Puebla (UDLAP),Mexico
POLI,Equivalent,POLI212,Government and Politics - Developed World,5181V7POY,Politics,Leiden University,Netherlands
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,6441HICPY,Introduction to Comparative Politics (for Exchange),Leiden University,Netherlands
POLI,Equivalent,POLI212,Government and Politics - Developed World,POLITICS109,Foundations of Western Politics and Law,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
POLI,Equivalent,POLI212,Government and Politics - Developed World,PLIT08008,Comparative Politics in a Globalized World,The University of Edinburgh,"Scotland, UK"
POLI,Equivalent,POLI212,Government and Politics - Developed World,438131,Comparative Politics,IE University - Madrid,Spain
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,COMPAR04238,Compared Political Systems,University of Navarra,Spain
POLI,Equivalent,POLI212,Introduction to Comparative Politics – Europe/North America,CONST05357,Comparative political system,University of Navarra,Spain
POLI,Equivalent,POLI212,Government and Politics - Developed World,STVC76,Comparative Politics,Lund University (LU),Sweden
POLI,Equivalent,POLI212,Government and Politics - Developed World,T207036,Politique comparée,University of Geneva,Switzerland
POLI,Equivalent,POLI221,Government of Canada,POLI204,Introduction to Canadian Politics,Concordia University,Canada
POLI,Equivalent,POLI221,Government of Canada,POLI1111,Canadian Government and Politics,Thompson Rivers University,Canada
POLI,Equivalent,POLI221,Government of Canada,POL2101,Introduction to Canadian Politics,University of Ottawa,Canada
POLI,Equivalent,POLI221,Government of Canada,32501A,Canadian Politics,Free University of Berlin,Germany
POLI,Equivalent,POLI222,Political Process and Behaviour in Canada,212,Canadian Politics,Queen's University,Canada
POLI,Equivalent,POLI222,Political Process and Behaviour in Canada,POL2101B,Introduction to Canadian Politics,University of Ottawa,Canada
POLI,Not Equivalent,POLI227,Introduction to Comparative Politics - Global South,POLI342,Introduction to Comparative Politics,Athabasca University,Canada
POLI,Equivalent,POLI227,Developing Areas/Introduction,POLI10004,Politics of the Global South,University of Bristol,"England, UK"
POLI,Equivalent,POLI227,Developing Areas/Introduction,POL10120,Foundations in Global Development,University College Dublin,Ireland
POLI,Equivalent,POLI227,Introduction to Comparative Politics - Global South,AIE2011,Politics in Developping Countries,University of Malaya,Malaysia
POLI,Not Equivalent,POLI227,Introduction to Comparative Politics - Global South,SCAN08010,Empires,The University of Edinburgh,"Scotland, UK"
POLI,Equivalent,POLI227,Developing Areas/Introduction,SA3036E,Politics of the Developing World,Autonomous University of Barcelona,Spain
POLI,Equivalent,POLI227,Developing Areas/Introduction,SA3039E,Politics of the Developing World,Autonomous University of Barcelona,Spain
POLI,Equivalent,POLI227,Introduction to Comparative Politics - Global South,IP2058,Politics and Institutions in the Global South,"City St George’s, University of London",United Kingdom
POLI,Equivalent,POLI231,Introduction to Political Theory,W0W27A,Political Philospohy,Catholic University of Leuven,Belgium
POLI,Equivalent,POLI231,Introduction to Political Theory,POLS350,Political Theory: History,Queen's University,Canada
POLI,Equivalent,POLI231,Introduction to Political Theory,POLI240,Currents of Political Thought,University of British Columbia (UBC) - All Campuses,Canada
POLI,Equivalent,POLI231,Introduction to Political Theory,POL2107A,Introduction to Political Thought,University of Ottawa,Canada
POLI,Equivalent,POLI231,Introduction to Political Theory,POL200,Visions of the Good/Just Society,University of Toronto,Canada
POLI,Equivalent,POLI231,Introduction to Political Theory,PHIL0007,Introduction to Political Philosophy,University College London (UCL) - University of London,"England, UK"
POLI,Equivalent,POLI231,Introduction to Political Theory,PHIL0028,Topics of Political Philosophy,University College London (UCL) - University of London,"England, UK"
POLI,Equivalent,POLI231,Introduction to Political Theory,POLS0061,Foundations of Political Thought,University College London (UCL) - University of London,"England, UK"
POLI,Equivalent,POLI231,Introduction to Political Theory,PO201,Political Theory From Hobbes: Seeking Freedom and Equality,University of Warwick,"England, UK"
POLI,Equivalent,POLI231,Introduction to Political Theory,DHUM25A24,Political Theory: Reading the Classics,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI231,Introduction to Political Theory,L1010625,Histoire des idées politiques,Université Panthéon Sorbonne (Paris I),France
POLI,Equivalent,POLI231,Introduction to Political Theory,74786,Political Philosophy,University of Bologna,Italy
POLI,Equivalent,POLI231,Introduction to Political Theory,98812,INTRODUCTION TO POLITICAL PHILOSOPHY,University of Bologna,Italy
POLI,Equivalent,POLI231,Introduction to Political Theory,73210026FY,History of Political Thought,University of Amsterdam,Netherlands
POLI,Equivalent,POLI231,Introduction to Political Theory,PLIT08011,Political Thinkers,The University of Edinburgh,"Scotland, UK"
POLI,Equivalent,POLI231,Introduction to Political Theory,412305,Political Theory,IE University - Madrid,Spain
POLI,Equivalent,POLI231,Introduction to Political Theory,POLS1200,Introduction to Political Theory,University of Vermont,USA
POLI,Equivalent,POLI243,International Politics of Economic Relations,POU22022,International Relations B 2024-25,The University of Dublin (Trinity College),Ireland
POLI,Equivalent,POLI243,International Politics of Economic Relations,BGSS3002,INTERNATIONAL ORGANIZATION: THEORY AND PRACTICE,Sophia University,Japan
POLI,Equivalent,POLI243,International Politics of Economic Relations,EIJ3003,International Political Economy,University of Malaya,Malaysia
POLI,Equivalent,POLI243,International Politics of Economic Relations,PLIT10018,International Political Economy,The University of Edinburgh,"Scotland, UK"
POLI,Equivalent,POLI243,International Politics of Economic Relations,POL2102,INTERNATIONAL RELATIONS,Yonsei University,South Korea
POLI,Equivalent,POLI243,International Politics of Economic Relations,DELETEPOLIECON101,DELETEContemporary Theories of Political Economy,University of California - Berkeley,USA
POLI,Equivalent,POLI243,International Politics of Economic Relations,POLI475,Introduction to Global Studies,University of District of Columbia,USA
POLI,Equivalent,POLI244,International Politics: State Behaviour,POLS2017,International Relations Theory,The Australian National University (ANU),Australia
POLI,Equivalent,POLI244,International Politics: State Behaviour,ARTS1810,Foundations of Politics and International Relations,University of New South Wales (UNSW),Australia
POLI,Equivalent,POLI244,International Politics: State Behaviour,POLI205,Introduction to International Relations,Concordia University,Canada
POLI,Equivalent,POLI244,International Politics: State Behaviour,POL2103E,Introduction to International Relations and Global Politics,University of Ottawa,Canada
POLI,Equivalent,POLI244,International Politics: State Behaviour,2SM271,International Relations for exchange students,Prague University of Economics and Business (VSE),Czech Republic
POLI,Equivalent,POLI244,International Politics: State Behaviour,25A28,Introduction to International Relations and Foreign Policy Analysis,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI244,International Politics: State Behaviour,ASPO25A28,INTRODUCTION TO INTERNATIONAL RELATIONS AND FOREIGN POLICY ANALYSIS,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI244,International Politics: State Behaviour,DAFF25A40,A primer on International Affairs,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI244,International Politics: State Behaviour,IR2010,INTRODUCTION TO INTERNATIONAL RELATIONS,"Deree College, The American College of Greece",Greece
POLI,Equivalent,POLI244,International Politics: State Behaviour,PIA3121,Theories of International Relations,City University of Hong Kong,"Hong Kong, SAR"
POLI,Equivalent,POLI244,International Politics: State Behaviour,POU22021,International Relations A,The University of Dublin (Trinity College),Ireland
POLI,Equivalent,POLI244,International Politics: State Behaviour,02493,International Relations,University of Bologna,Italy
POLI,Equivalent,POLI244,International Politics: State Behaviour,81295,INTERNATIONAL POLITICS,University of Bologna,Italy
POLI,Equivalent,POLI244,International Politics: State Behaviour,A0627,International Politics,Hosei University,Japan
POLI,Equivalent,POLI244,International Politics: State Behaviour,RI1004,International Politics,Instituto Tecnologico de Monterrey Campus Cuidad de Mexico,Mexico
POLI,Equivalent,POLI244,International Politics: State Behaviour,RI2001B,Historical Analysis of the International System,Monterrey Institute of Technology and Higher Education,Mexico
POLI,Equivalent,POLI244,International Politics: State Behaviour,5182V8IR,International Relations,Leiden University,Netherlands
POLI,Equivalent,POLI244,International Politics: State Behaviour,6441HIIRY,Introduction to International Relations (for Exchange),Leiden University,Netherlands
POLI,Equivalent,POLI244,International Politics: State Behaviour,73210027FY,International relations,University of Amsterdam,Netherlands
POLI,Equivalent,POLI244,International Politics: State Behaviour,INTERNATIONALRELATIONS,International Relations,Catolica-Lisbon School of Business and Education,Portugal
POLI,Equivalent,POLI244,International Politics: State Behaviour,PLIT08021,Theories of International Relations,The University of Edinburgh,"Scotland, UK"
POLI,Equivalent,POLI244,International Politics: State Behaviour,106205,International Relations,Autonomous University of Barcelona,Spain
POLI,Equivalent,POLI244,International Politics: State Behaviour,016135,Geopolitics: current affairs and trends,Escuela Sup Admin Dir Empresas,Spain
POLI,Equivalent,POLI244,International Politics: State Behaviour,418622,International Relations Theory,IE University - Madrid,Spain
POLI,Equivalent,POLI244,International Politics: State Behaviour,RRII05176,International relations theory (IR),University of Navarra,Spain
POLI,Equivalent,POLI244,International Politics: State Behaviour,241,Introduction to International Relations,Northern Virginia Community College (NVCC),USA
POLI,Equivalent,POLI244,International Politics: State Behaviour,POLS121,International Politics,Santa Barbara City College,USA
POLI,Not Equivalent,POLI245,Introduction aux relationsinternationales,BESPO1164,Geopolitics,Catholic University of Louvain,Belgium
POLI,Not Equivalent,POLI313,Introduction to Qualitative Methods in Political Science,POL3370,Qualitative Analysis in Political Science,University of Ottawa,Canada
POLI,Not Equivalent,POLI313,Introduction to Qualitative Methods in Political Science,POU33174,QUALITATIVE RESEARCH METHODS,The University of Dublin (Trinity College),Ireland
POLI,Not Equivalent,POLI316,Black Lives Matter and American Democracy,POLI207,Black Politics,University of District of Columbia,USA
POLI,Equivalent,POLI318,Comparative Local Government,L2011819,Sociologie politique du pouvoir local,Université Panthéon Sorbonne (Paris I),France
POLI,Equivalent,POLI318,Comparative Local Government,P4033PE,Who governs the city,amU Aix Marseille Université,France
POLI,Equivalent,POLI318,Comparative Local Government,PIA2530,Exploring Public Affairs in Globalised Cities,City University of Hong Kong,"Hong Kong, SAR"
POLI,Not Equivalent,POLI319,Politics of Latin America,21301,Políticas de Salud,University of Buenos Aires,Argentina
POLI,Equivalent,POLI319,Politics of Latin America,5522,Political Regimes in South America,University of Buenos Aires,Argentina
POLI,Equivalent,POLI319,Politics of Latin America,POLI5521,Political leadership in Latin America,University of Buenos Aires,Argentina
POLI,Equivalent,POLI319,Politics of Latin America,2521,Política y sociedad en America Latina,University of Torcuato di Tella,Argentina
POLI,Equivalent,POLI319,Politics of Latin America,9881,Latin American Political Economy | Economía Política de América Latina,University of Torcuato di Tella,Argentina
POLI,Not Equivalent,POLI319,Politics of Latin America,9929,"Latin America and The Cold War: a Global History of Radical Ideas, Political Culture and State Repression | América Latina y la Guerra Fría: una historia global de ideas radicales, cultura política y",University of Torcuato di Tella,Argentina
POLI,Equivalent,POLI319,Politics of Latin America,9932,Current Political Issues of Latin America,University of Torcuato di Tella,Argentina
POLI,Equivalent,POLI319,Politics of Latin America,POLS3095,Politics in Latin America,The Australian National University (ANU),Australia
POLI,Equivalent,POLI319,Politics of Latin America,POL4111,Système politiques de l’Amérique latine,Université du Québec à Montréal (UQAM),Canada
POLI,Equivalent,POLI319,Politics of Latin America,CPOL2104,Politica Latinoamericana Comparada,University of the Andes,Colombia
POLI,Equivalent,POLI319,Politics of Latin America,POLS0098,Latin American Politics,University College London (UCL) - University of London,"England, UK"
POLI,Equivalent,POLI319,Politics of Latin America,57416,Contemporary Latin America,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI319,Politics of Latin America,DAFF25A41,Contemporary Latin America,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Not Equivalent,POLI319,Politics of Latin America,P224144E,Régimes politiques et société d'Amérique Latine,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI319,Politics of Latin America,P224144E,Régîmes politiques et société d’Amérique Latine,amU Aix Marseille Université,France
POLI,Equivalent,POLI319,Politics of Latin America,5182KP44,Politics : Latin America,Leiden University,Netherlands
POLI,Equivalent,POLI319,Politics of Latin America,POLITIC4013,Latin American Politics,The University of Glasgow,"Scotland, UK"
POLI,Equivalent,POLI319,Politics of Latin America,E000007024,ESTUDIOS REGIONALES II (AMÉRICA LATINA: PASADO Y FUTURO POLÍTICO),Comillas Pontifical University,Spain
POLI,Equivalent,POLI319,Politics of Latin America,39417,Americas: Exploring Latin American Challenges in the 21st Century,IE University - Madrid,Spain
POLI,Equivalent,POLI321,Issues: Canadian Public Policy,POLI330,Principles of Public Administration,Concordia University,Canada
POLI,Equivalent,POLI322,Political Change in South Asia,POL339,Politics of South Asia,Simon Fraser University,Canada
POLI,Equivalent,POLI322,Political Change in South Asia,POLI3133,Contemporary Southeast Asian politics,The University of Hong Kong (HKU),"Hong Kong, SAR"
POLI,Equivalent,POLI322,Political Change in South Asia,PLIT10088,Understanding Indian Politics,The University of Edinburgh,"Scotland, UK"
POLI,Equivalent,POLI322,Political Change in South Asia,SAST08003,South Asia in the World,The University of Edinburgh,"Scotland, UK"
POLI,Equivalent,POLI324,Comparative Politics of Africa,H36F01,Africa: Transition and Resistance,York University,Canada
POLI,Equivalent,POLI324,Comparative Politics of Africa,POLS0087,Contemporary Politics and Governance in Africa,University College London (UCL) - University of London,"England, UK"
POLI,Equivalent,POLI324,Comparative Politics of Africa,PIED2455,State and Politics in Africa,University of Leeds,"England, UK"
POLI,Equivalent,POLI324,Comparative Politics of Africa,PO2D1,Politics in Eastern Africa,University of Warwick,"England, UK"
POLI,Equivalent,POLI324,Comparative Politics of Africa,DAFF,Strategic Issues in the Sahel Region,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI324,Developing Areas/Africa,PO3091DF23,Decolonization and Global Politics,The American University of Paris (AUP),France
POLI,Equivalent,POLI324,Comparative Politics of Africa,SP3213,CONTEMPORARY AFRICAN POLITICS,University of Galway(Post 2022),Ireland
POLI,Equivalent,POLI324,Comparative Politics of Africa,ET59,African Politics and Institutions,Luiss Guido Carli University,Italy
POLI,Equivalent,POLI324,Developing Areas/Africa,PS2257,Contemporary African Politics,National University of Singapore,Singapore
