subject,status,mcgill_code,mcgill_title,host_code,host_title,institution,country
COMP,Not Equivalent,COMP202,Foundations of Programming,COMP2211,Programming Methods,Thompson Rivers University,Canada
COMP,Not Equivalent,COMP202,Foundations of Programming,COSC122,Computer Fluency,University of British Columbia (UBC) - All Campuses,Canada
COMP,Equivalent,COMP202,Foundations of Programming,CSPC,Introduction to Systematic Program Design,University of British Columbia (UBC) - All Campuses,Canada
COMP,Equivalent,COMP202,Foundations of Programming,CSC108,Introduction to Computer Programming,University of Toronto,Canada
COMP,Equivalent,COMP202,Foundations of Programming,INF1365,Programmation I,Université du Québec en Outaouais (UQO),Canada
COMP,Equivalent,COMP202,Foundations of Programming,INF1563,Programmation I,Université du Québec en Outaouais (UQO),Canada
COMP,Not Equivalent,COMP202,Foundations of Programming,INF155,Introduction à la programmation,École de Technologie Supérieure (ETS),Canada
COMP,Equivalent,COMP202,Foundations of Programming,4IZ565,Programming for data science in Python,Prague University of Economics and Business (VSE),Czech Republic
COMP,Equivalent,COMP202,Foundations of Programming,02003,Computer Programming (Polytechnical Foundation),Technical University of Denmark,Denmark
COMP,Equivalent,COMP202,Foundations of Programming,02312,Introductory Programming,Technical University of Denmark,Denmark
COMP,Equivalent,COMP202,Foundations of Programming,CSC1036,Programming Portfolio,Newcastle University,"England, UK"
COMP,Equivalent,COMP202,Foundations of Programming,CSCI1550,Computer Principles and Python Programming,The Chinese University of Hong Kong,"Hong Kong, SAR"
COMP,Equivalent,COMP202,Foundations of Programming,30590,"ADVANCED PYTHON PROGRAMMING FOR ECONOMICS, MANAGEMENT AND FINANCE",Luigi Bocconi University,Italy
COMP,Equivalent,COMP202,Foundations of Programming,COMPSCI101,Principles of Programming,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
COMP,Equivalent,COMP202,Foundations of Programming,COMP121,Computer Programming,University of Otago / Te Whare Wananga o Otago,New Zealand
COMP,Not Equivalent,COMP202,Foundations of Programming,MS1008,Introduction to Computational Thinking,Nanyang Technological University,Singapore
COMP,Equivalent,COMP202,Foundations of Programming,CORIS1704,Computational Thinking and Programming,Singapore Management University,Singapore
COMP,Not Equivalent,COMP202,Foundations of Programming,CMSC101,Introduction to Computer Science,Bard College,USA
COMP,Equivalent,COMP202,Foundations of Programming,CS10,The Beauty and Joy of Computing,University of California - Berkeley,USA
COMP,Not Equivalent,COMP204,Computer Programming for Life Sciences,BIO10019,Biostatistique 1,Université du Québec à Rimouski (UQAR),Canada
COMP,Equivalent,COMP204,Computer Programming for Life Sciences,104383,Introduction to Programming,Autonomous University of Barcelona,Spain
COMP,Equivalent,COMP204,Computer Programming for Life Sciences,BIO496,Introduction to Programming with Python for Biologists,Bogazici (Bosphorus) University,Turkey
COMP,Equivalent,COMP206,Introduction to Software Systems,COMP1521,computer systems fundamentals,University of New South Wales (UNSW),Australia
COMP,Equivalent,COMP206,Introduction to Software Systems,CSSE2310,Computer Systems Principles and Programming,University of Queensland (UQ),Australia
COMP,Equivalent,COMP206,Introduction to Software Systems,CMPT2721,Software Systems Development,Hubei University of Technology,China
COMP,Not Equivalent,COMP208,Computer Programming for Physical Sciences and Engineering ,COMP218,Introduction to Computer Programming with Python,Athabasca University,Canada
COMP,Equivalent,COMP208,Computer Programming for Physical Sciences and Engineering ,COMP248,Object-Oriented Programming I,Concordia University,Canada
COMP,Not Equivalent,COMP208,Computers in Engineering,MIAE215,Programming for mechanical and industrial engineers,Concordia University,Canada
COMP,Equivalent,COMP208,Computer Programming for Physical Sciences and Engineering ,INF0102,Introduction à la programmation pour l'ingénieur,Polytechnique Montréal,Canada
COMP,Equivalent,COMP208,Computer Programming for Physical Sciences and Engineering ,APSC141,Introduction to Computer Programming for Engineers 1,Queen's University,Canada
COMP,Equivalent,COMP208,Computers in Engineering,APSC142,Introduction to Computer Programming for Engineers,Queen's University,Canada
COMP,Equivalent,COMP208,Computer Programming for Physical Sciences and Engineering ,APSC0177,Engineering Computation & Instrumentation,University of British Columbia (UBC) - All Campuses,Canada
COMP,Not Equivalent,COMP208,Computer Programming for Physical Sciences and Engineering ,COMPSCI1026,Computer Science Fundamentals I,University of Western Ontario (UWO),Canada
COMP,Equivalent,COMP208,Computer Programming for Physical Sciences and Engineering ,NUMA01,Numerical Analysis: Computational Programming with Python,Lund University (LU),Sweden
COMP,Not Equivalent,COMP208,Computers in Engineering,COMP116,Introduction to Scientific Programming,University of North Carolina at Chapel Hill,USA
COMP,Not Equivalent,COMP230,Logic and Computability,CISC102,Discrete Mathematics for Computing I,Queen's University,Canada
COMP,Not Equivalent,COMP230,Logic and Computability,CS200,Discrete Structures,John Cabot University,Italy
COMP,Equivalent,COMP230,Logic and Computability,15970,Logic,Carlos III University of Madrid,Spain
COMP,Not Equivalent,COMP230,Logic and Computability,MA106,Quantitive Reasoning,Massachusetts Bay Community College,USA
COMP,Equivalent,COMP250,Introduction to Computer Science,COMP10002,Foundations of Algorithms,University of Melbourne,Australia
COMP,Equivalent,COMP250,Introduction to Computer Science,G0P81A,Data Structures and Algorithms (B-KUL-G0P81A),Catholic University of Leuven,Belgium
COMP,Not Equivalent,COMP250,Introduction to Computer Science,COMP272,Data Structures and Algorithms,Athabasca University,Canada
COMP,Equivalent,COMP250,Introduction to Computer Science,COEN352,Data Structures and Algorithms,Concordia University,Canada
COMP,Equivalent,COMP250,Introduction to Computer Science,CSCA48,Introduction to Computer Science II,University of Toronto,Canada
COMP,Not Equivalent,COMP250,Introduction to Computer Science,EECS1520,Computer Use Fundamentals,York University,Canada
COMP,Equivalent,COMP250,Introduction to Computer Science,CMP230,Data Structures and Programming,University of International Business and Economics (UIBE),China
COMP,Equivalent,COMP250,Introduction to Computer Science,CS310,Data Structures and Algorithms,University of International Business and Economics (UIBE),China
COMP,Equivalent,COMP250,Introduction to Computer Science,CSE102,Advanced Computer Programming,École Polytechnique,France
COMP,Equivalent,COMP250,Introduction to Computer Science,CSCI2100,Data Structures,The Chinese University of Hong Kong,"Hong Kong, SAR"
COMP,Equivalent,COMP250,Introduction to Computer Science,DSAI2201,Data Structures and Algorithms,The Hong Kong Polytechnic University,"Hong Kong, SAR"
COMP,Equivalent,COMP250,Introduction to Computer Science,COMP2119,Introduction to Data Structure and Algorithms,The University of Hong Kong (HKU),"Hong Kong, SAR"
COMP,Equivalent,COMP250,Introduction to Computer Science,30398,FUNDAMENTALS OF COMPUTER SCIENCE,Luigi Bocconi University,Italy
COMP,Equivalent,COMP250,Introduction to Computer Science,T052003,Introduction to Algorithms-E2,Kyoto University,Japan
COMP,Equivalent,COMP250,Introduction to Computer Science,MH1403,Algorithms and Computing,Nanyang Technological University,Singapore
COMP,Equivalent,COMP250,Intro to Computer Science,CS1020E,Data Structures and Algorithms I,National University of Singapore,Singapore
COMP,Equivalent,COMP250,Introduction to Computer Science,COSE213,Data Structures,Korea University,South Korea
COMP,Equivalent,COMP250,Introduction to Computer Science,18267,Data structures and algorithms,Carlos III University of Madrid,Spain
COMP,Not Equivalent,COMP250,Introduction to Computer Science,05219,Basic computer science,University of Navarra,Spain
COMP,Equivalent,COMP250,Introduction to Computer Science,CSC223,Data Structures and Analysis of Algorithms,Northern Virginia Community College (NVCC),USA
COMP,Not Equivalent,COMP250,Introduction to Computer Science,COMP215,INTRODUCTION TO PROGRAM DESIGN,Rice University,USA
COMP,Equivalent,COMP251,Algorithms and Data Structures,COMP20007,Design of Algorithms,University of Melbourne,Australia
COMP,Equivalent,COMP251,Algorithms and Data Structures,CSC263H1,Data Structures and Analysis,University of Toronto,Canada
COMP,Equivalent,COMP251,Algorithms and Data Structures,CS249,Algorithms and Analysis,Shanghai Jiao Tong University,China
COMP,Equivalent,COMP251,Algorithms and Data Structures,02110,Algorithms and Data Structures 2,Technical University of Denmark,Denmark
COMP,Equivalent,COMP251,Algorithms and Data Structures,COMS20010,Algorithm ll,University of Bristol,"England, UK"
COMP,Equivalent,COMP251,Algorithms and Data Structures,IN2003,Efficient Algorithms and Data Structures,Munich University of Technology,Germany
COMP,Equivalent,COMP251,Algorithms and Data Structures,CS4335,Design and Analysis of Algorithms,City University of Hong Kong,"Hong Kong, SAR"
COMP,Equivalent,COMP251,Algorithms and Data Structures,CSCI3160,Design and Analysis of Algorithms,The Chinese University of Hong Kong,"Hong Kong, SAR"
COMP,Equivalent,COMP251,Algorithms and Data Structures,COMP3011,Design and Analysis of Algorithms,The Hong Kong Polytechnic University,"Hong Kong, SAR"
COMP,Equivalent,COMP251,Algorithms and Data Structures,CT2109,Data Structures and Algorithms,University of Galway(Post 2022),Ireland
COMP,Equivalent,COMP251,Algorithms and Data Structures,85301,Algorithms and Data Structures in Biology,University of Bologna,Italy
COMP,Equivalent,COMP251,Algorithms and Data Structures,COMPSCI220,Algorithms And Data Structures,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
COMP,Equivalent,COMP251,Algorithms and Data Structures,INFR10052,Algorithms and Data Structures,The University of Edinburgh,"Scotland, UK"
COMP,Equivalent,COMP251,Algorithms and Data Structures,CE2001,ALGORITHMS,Nanyang Technological University,Singapore
COMP,Equivalent,COMP251,Algorithms and Data Structures,MH3400,ALGORITHMS FOR THE REAL WORLD,Nanyang Technological University,Singapore
COMP,Equivalent,COMP251,Algorithms and Data Structures,SC2001,Algorithm Design and Analysis,Nanyang Technological University,Singapore
COMP,Equivalent,COMP251,Algorithms and Data Structures,COSE214,ALGORITHMS,Korea University,South Korea
COMP,Equivalent,COMP251,Algorithms and Data Structures,CSI3108,Algorithm Analysis,Yonsei University,South Korea
COMP,Equivalent,COMP251,Algorithms and Data Structures,20606,Algorithms Design,Carlos III University of Madrid,Spain
COMP,Equivalent,COMP251,Algorithms and Data Structures,CSC22000,Algorithms,The City College of New York,USA
COMP,Equivalent,COMP251,Algorithms and Data Structures,COMP750,Algorithm Analysis,University of North Carolina at Chapel Hill,USA
COMP,Not Equivalent,COMP252,Honours Algorithms and Data Structures,COMP283,Discrete Structures,University of North Carolina at Chapel Hill,USA
COMP,Equivalent,COMP273,Introduction to Computer Systems,ELEC1601,Introduction to Computer Systems,University of Sydney,Australia
COMP,Not Equivalent,COMP273,Introduction to Computer Systems,COEN311,Computer Organization and Software,Concordia University,Canada
COMP,Not Equivalent,COMP273,Introduction to Computer Systems,INF1600,Architecture des micro-ordinateurs,Polytechnique Montréal,Canada
COMP,Equivalent,COMP273,Introduction to Computer Systems,20470084,Computer Architecture,Tsinghua University,China
COMP,Equivalent,COMP273,Introduction to Computer Systems,02132,Computer Systems,Technical University of Denmark,Denmark
COMP,Equivalent,COMP273,Introduction to Computer Systems,34212,LI Computer Systems,The University of Birmingham,"England, UK"
COMP,Not Equivalent,COMP273,Introduction to Computer Systems,40086,LC Computer Systems and Professional Practice,The University of Birmingham,"England, UK"
COMP,Equivalent,COMP273,Introduction to Computer Systems,AIST3020,Introduction to Computer systems,The Chinese University of Hong Kong,"Hong Kong, SAR"
COMP,Equivalent,COMP273,Introduction to Computer Systems,COMP2421,Computer Organization,The Hong Kong Polytechnic University,"Hong Kong, SAR"
COMP,Equivalent,COMP273,Introduction to Computer Systems,COMP2120,Computer Organization,The University of Hong Kong (HKU),"Hong Kong, SAR"
COMP,Equivalent,COMP273,Introduction to Computer Systems,COMP2340,Computer Systems Organisation,University of the West Indies - Mona Campus,Jamaica
COMP,Equivalent,COMP273,Introduction to Computer Systems,4031ESCS1Y,Essentials of Computer Systems 1,Leiden University,Netherlands
COMP,Equivalent,COMP273,Introduction to Computer Systems,COMPSCI210,Computer Organisation,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
COMP,Equivalent,COMP273,Introduction to Computer Systems,INFR08027,Informatics 2C - Introduction to Computer Systems,The University of Edinburgh,"Scotland, UK"
COMP,Equivalent,COMP273,Introduction to Computer Systems,COMP311,Computer Organization,University of North Carolina at Chapel Hill,USA
COMP,Equivalent,COMP302,Programming Languages and Paradigms,COMP90048,Declarative Programming,University of Melbourne,Australia
COMP,Equivalent,COMP302,Programming Languages and Paradigms,IFT2035,Concepts des langages de programmation,Universite de Montreal,Canada
COMP,Equivalent,COMP302,Programming Languages and Paradigms,CSC324H1,Principles of Programming Languages,University of Toronto,Canada
COMP,Equivalent,COMP302,Programming Languages and Paradigms,NDAB16008U,Programming Language Design,University of Copenhagen,Denmark
COMP,Equivalent,COMP302,Programming Languages and Paradigms,CSC3F001FP,Functional Programming,École Polytechnique,France
COMP,Equivalent,COMP302,Programming Languages and Paradigms,CSCI3180,Principles of Programming Languages,The Chinese University of Hong Kong,"Hong Kong, SAR"
COMP,Equivalent,COMP302,Programming Languages and Paradigms,COMP3258,Functional Programming,The University of Hong Kong (HKU),"Hong Kong, SAR"
COMP,Equivalent,COMP302,Programming Languages and Paradigms,COMP3259,Principles of Programming Languages,The University of Hong Kong (HKU),"Hong Kong, SAR"
COMP,Equivalent,COMP302,Programming Languages and Paradigms,CSU34016,INTRODUCTION TO FUNCTIONAL PROGRAMMING,The University of Dublin (Trinity College),Ireland
COMP,Equivalent,COMP302,Programming Languages and Paradigms,26MC033010,Programming Languages,Waseda University,Japan
COMP,Equivalent,COMP302,Programming Languages and Paradigms,WBCS00205,Functional Programming,University of Groningen,Netherlands
COMP,Equivalent,COMP302,Programming Languages and Paradigms,INFR11114,Types and Semantics for Programming Languages,The University of Edinburgh,"Scotland, UK"
COMP,Equivalent,COMP302,Programming Languages and Paradigms,CS2104,Programming Language Concepts,National University of Singapore,Singapore
COMP,Equivalent,COMP302,Programming Languages and Paradigms,03SM22BIS009,Programming Languages and Paradigms,University of Zurich,Switzerland
COMP,Equivalent,COMP302,Programming Languages and Paradigms,COMP524,Programming Language Concepts,University of North Carolina at Chapel Hill,USA
COMP,Equivalent,COMP303,Software Design,COMP1110,Structured Programming,The Australian National University (ANU),Australia
COMP,Equivalent,COMP303,Software Design,SWEN30006,Software Modelling and Design,University of Melbourne,Australia
COMP,Equivalent,COMP303,Software Design,COMP1531,Software Engineering Fundamentals,University of New South Wales (UNSW),Australia
COMP,Equivalent,COMP303,Software Design,CSCB07H3,Software Design,University of Toronto,Canada
COMP,Equivalent,COMP303,Software Development,CSC207H1,Software Design,University of Toronto,Canada
COMP,Equivalent,COMP303,Software Design,NSWI130,Software System Architectures,Charles University in Prague,Czech Republic
COMP,Equivalent,COMP303,Software Design,34257,LI Software Engineering and Professional Practice,The University of Birmingham,"England, UK"
COMP,Equivalent,COMP303,Software Design,GBIN6U03,UE Programmation et projet logiciel,Université Grenoble Alpes (UGA),France
COMP,Equivalent,COMP303,Software Design,IN0006,Introduction to Software Engineering,Munich University of Technology,Germany
COMP,Equivalent,COMP303,Software Design,CS3342,Software Design,City University of Hong Kong,"Hong Kong, SAR"
