code,subject,title,credits,prereq_text,prereq_codes,coreq_text,coreq_codes,restrictions,description
ANSC560,ANSC,Biology of Lactation,3,,,,,,
ANSC600,ANSC,Advanced Eukaryotic Cells and Viruses,3,Permission of instructor,,,,Not open to students who have taken ANSC 400,
ANSC604,ANSC,Advanced Animal Biotechnology,3,,,,,Not open to students who have taken ANSC 420 or ANSC 506,
ANSC608,ANSC,Population Genetics,3,,,,,Not open to students who have taken ANSC 504. Not open to students who have taken ANSC 326,
ANSC611,ANSC,Advanced Reproductive Biology,3,"No prerequisites, but students need to have a solid background in reproductive physiology",,,,,
ANSC636,ANSC,Analysis - Animal Breeding Research Data,3,,,,,,
ANSC643,ANSC,Project 1,3,,,,,,
ANSC644,ANSC,Project 2,3,,,,,,
ANSC645,ANSC,Project 3,3,,,,,,
ANSC646,ANSC,Project 4,3,,,,,,
ANSC647,ANSC,Project 5,3,,,,,,
ANSC680,ANSC,M.Sc. Thesis 1,9,,,,,,
ANSC681,ANSC,M.Sc. Thesis 2,9,,,,,,
ANSC682,ANSC,M.Sc. Thesis 3,9,,,,,,
ANSC683,ANSC,M.Sc. Thesis 4,9,,,,,,
ANSC691,ANSC,Special Topic: Animal Sciences,3,,,,,,
ANSC692,ANSC,Topic in Animal Sciences 1,3,,,,,,
ANSC695,ANSC,MSc General Topic Seminar,1,,,,,,
ANSC696,ANSC,MSc Research Proposal Seminar,1,,,,,,
ANSC697,ANSC,MSc Research Results Seminar,1,,,,,,
ANSC701,ANSC,Doctoral Comprehensive Examination,0,,,,,,
ANSC797,ANSC,Animal Science Seminar 3,1,,,,,,
ANSC798,ANSC,Animal Science Seminar 4,1,,,,,,
ANTH199,ANTH,First Year Seminar: Anthropology,3,,,,,"Open only to newly admitted BA students in U0, who may take only one FYS. Students who register for more than one will be obliged to withdraw from all but one of them",
ANTH201,ANTH,Introduction to Archaeology,3,,,,,,
ANTH202,ANTH,Socio-Cultural Anthropology,3,,,,,,
ANTH203,ANTH,Human Evolution,3,,,,,,
ANTH204,ANTH,Anthropology of Meaning,3,,,,,,
ANTH206,ANTH,Environment and Culture,3,,,,,,
ANTH207,ANTH,Ethnography Through Film,3,,,,,,
ANTH209,ANTH,Anthropology of Religion,3,,,,,,
ANTH210,ANTH,Archaeology of Early Cities,3,,,,,,
ANTH212,ANTH,Anthropology of Development,3,,,,,,
ANTH213,ANTH,Archaeology of Health and Disease,3,,,,,,
ANTH214,ANTH,"Violence, Warfare, Culture",3,,,,,,
ANTH222,ANTH,Legal Anthropology,3,,,,,,
ANTH227,ANTH,Medical Anthropology,3,,,,,,
ANTH302,ANTH,New Horizons in Medical Anthropology,3,ANTH 227,ANTH227,,,Anthropology program students,
ANTH303,ANTH,Ethnographies of Post-socialism,3,"ANTH 202 and one other 200-level anthropology course, U2 standing or above, or permission of instructor",ANTH202,,,,
ANTH304,ANTH,Chinese Culture in Ethnography and Film,3,"ANTH 202 or ANTH 204 or ANTH 209 and another 200-level anthropology course, U2 standing or above, or permission of the instructor",ANTH202 ANTH204 ANTH209,,,U2 standing or above,
ANTH307,ANTH,Andean Prehistory,3,ANTH 201 or ANTH 210,ANTH201 ANTH210,,,Students must be U2 or U3 standing,
ANTH308,ANTH,Political Anthropology 01,3,"ANTH 202, or ANTH 205, or ANTH 206, or ANTH 212, or permission of instructor",ANTH202 ANTH205 ANTH206 ANTH212,,,,
ANTH312,ANTH,Zooarchaeology,3,ANTH 201 and Honours/Major status in Anthropology,ANTH201,,,,
ANTH314,ANTH,Psychological Anthropology 01,3,Any Anthropology course,,,,,
ANTH315,ANTH,Society/Culture: East Africa,3,,,,,"Open only to students in the Study in Africa program, a full-term field study program in East Africa",
ANTH318,ANTH,Globalization and Religion,3,"U2 standing or above and ANTH 209, or ANTH 204, or ANTH 355 or ANTH 352 or RELG 207",ANTH209 ANTH204 ANTH355 ANTH352 RELG207,,,,
ANTH319,ANTH,Inka Archaeology and Ethnohistory,3,ANTH 201 or ANTH 202 or HISP 225 or permission of instructor,ANTH201 ANTH202 HISP225,,,,
ANTH322,ANTH,Social Change in Modern Africa,3,"ANTH 202, or ANTH 204, or ANTH 205, or ANTH 206, or ANTH 209, or ANTH 212, or ANTH 227 or permission of instructor",ANTH202 ANTH204 ANTH205 ANTH206 ANTH209 ANTH212 ANTH227,,,,
ANTH325,ANTH,Anthropology of the Self,3,ANTH 202 or ANTH 227,ANTH202 ANTH227,,,,
ANTH326,ANTH,Anthropology of Latin America,3,ANTH 202 or 204 or 205 or 206 or 212 or permission of instructor,ANTH202,,,,
ANTH327,ANTH,Anthropology of South Asia,3,"ANTH 202, or ANTH 205, or ANTH 206, or ANTH 209, or permission of instructor",ANTH202 ANTH205 ANTH206 ANTH209,,,,
ANTH330,ANTH,Traditional Whaling Societies,3,ANTH 201 or ANTH 202 or ANTH 203 or permission of instructor,ANTH201 ANTH202 ANTH203,,,"Restricted to Anthropology Honours, Major and Minor Program students",
ANTH331,ANTH,Prehistory of East Asia,3,ANTH 201 or permission of instructor,ANTH201,,,,
ANTH332,ANTH,Mesoamerican Archaeology,3,,,,,,
ANTH338,ANTH,Indigenous Studies of Anthropology,3,"ANTH 202, or ANTH 204, or ANTH 206, or ANTH 209, or ANTH 212, or permission of the instructor",ANTH202 ANTH204 ANTH206 ANTH209 ANTH212,,,,
ANTH339,ANTH,Ecological Anthropology,3,"ANTH 204, or ANTH 206, or SOCI 328, or GEOG 300 or ENVR 201, or ENVR 203, or permission of instructor",ANTH204 ANTH206 SOCI328 GEOG300 ENVR201 ENVR203,,,,
ANTH340,ANTH,Middle Eastern Society and Culture,3,"U2 or U3 standing; and ANTH 202, or ANTH 204, or ANTH 206, or ANTH 209, or ANTH 212, or ANTH 227, or permission of the instructor",ANTH202 ANTH204 ANTH206 ANTH209 ANTH212 ANTH227,,,,
ANTH343,ANTH,Anthropology and the Animal,3,One ANTH 200 level course or consent of instructor,ANTH200,,,,
ANTH344,ANTH,Quantitative Approaches to Anthropology,3,ANTH 201 or ANTH 202 or ANTH 205 or permission of instructor,ANTH201 ANTH202 ANTH205,,,Limited to students in Anthropology programs,
ANTH352,ANTH,History of Anthropological Theory,3,one 200-level anthropology course and one other anthropology course at any level,,,,"Honours, Joint Honours, Major and Minor students in Anthropology, U2 standing or above",
ANTH355,ANTH,Theories of Culture and Society,3,one 200-level anthropology course and one other anthropology course at any level,,,,"Honours, Joint Honours, Major and Minor students in Anthropology, U2 standing or above",
ANTH357,ANTH,Archaeological Methods,3,ANTH 201 and one other course in archaeology,ANTH201,,,"Honours, Joint Honours and Major students in Anthropology, U2 standing or above",
ANTH358,ANTH,The Process of Anthropological Research,3,one 200-level anthropology course and one other anthropology course at any level,,,,"Honours, Joint Honours, Major and Minor students in Anthropology, U2 standing or above",
ANTH359,ANTH,History of Archaeological Theory,3,ANTH 201 or ANTH 203 or ANTH 210,ANTH201 ANTH203 ANTH210,,,Students must be U2 or U3 standing,
ANTH361,ANTH,Archaeology of South Asia,3,ANTH 201 or ANTH 210,ANTH201 ANTH210,,,,
ANTH365,ANTH,Anthropology of Forced Migration and Displacement,3,,,,,,
ANTH370,ANTH,Anthropology and the Image,3,,,,,Not open to students who have taken ANTH 380 when topic was “Anthropology and the Image”,
ANTH380,ANTH,Special Topic 1,3,,,,,,
ANTH381,ANTH,Special Topic 2,3,,,,,,
ANTH383,ANTH,,3,Permission of instructor,,,,,
ANTH385,ANTH,"Sex, Science and Culture",3,ANTH 202 or ANTH 227 or permission of the instructor,ANTH202 ANTH227,,,Not open to students who have taken ANTH 380 in either Fall 2020 or Winter 2022 term,
ANTH402,ANTH,Topics in Ethnography,3,,,,,U3 students in Anthropology or permission of instructor,
ANTH403,ANTH,Current Issues in Archaeology,3,"ANTH 357 or preferably ANTH 359, or permission of instructor",ANTH357 ANTH359,,,,
ANTH405,ANTH,Genomes in Anthropology,3,"ANTH 352, ANTH 355, ANTH 359, or permission of the instructor",ANTH352 ANTH355 ANTH359,,,Open only to U3 students,
ANTH407,ANTH,Anthropology of the Body,3,"ANTH 227 and (1) 300-level anthropology course, and Honours/Major/Minor status in Anthropology or Social Studies of Medicine, or permission of instructor",ANTH227,,,U3 status or permission of instructor,
ANTH408,ANTH,Sensory Ethnography,3,U3 students in Anthropology or permission of instructor,,,,,
ANTH410,ANTH,Great Debates in Anthropological Theory,3,"ANTH 352 or ANTH 355, or permission of the instructor",ANTH352 ANTH355,,,"U3 Anthropology Honours, Major, or Minor, or permission of the instructor",
ANTH412,ANTH,Topics: Anthropological Theory,3,,,,,U3 students in Anthropology and ANTH 355 or permission of instructor,
ANTH413,ANTH,Gender in Archaeology,3,ANTH 201 or ANTH 331 or ANTH 345 or ANTH 347 or ANTH 348 or permission of instructor,ANTH201 ANTH331 ANTH345 ANTH347 ANTH348,,,,
ANTH415,ANTH,,3,"For Anthropology majors/minors, a 300-level Anthropology course. Other students by permission of the instructor",,,,,
ANTH416,ANTH,Environment/Development: Africa,3,"One prior course in Anthropology, Geography or Environmental Studies",,,,"Open only to students in the Study in Africa program, a full-term field study program in East Africa",
ANTH418,ANTH,Environment and Development,3,"ANTH 339, or ANTH 349, or SOCI 328, or GEOG 300, or GEOG 302, or permission of instructor",ANTH339 ANTH349 SOCI328 GEOG300 GEOG302,,,,
ANTH419,ANTH,Archaeology of Hunter-Gatherers,3,ANTH 357 or permission of instructor,ANTH357,,,,
ANTH420,ANTH,,3,"For Anthropology majors/minors, a 300-level Anthropology course. Other students by permission of the instructor",,,,Not open to students who have taken ANTH 402 or ANTH 510 when topic was Anthropology of Economic Relations,
ANTH423,ANTH,"Mind, Brain and Psychopathology",3,ANTH 227 and Honours/Major/Minor status in Anthropology or Minor Concentration in Social Studies of Medicine or permission of instructor,ANTH227,,,U3 students. Not open to students who have taken ANTH 443 under this topic,
ANTH428,ANTH,Saints and Mediation in Latin America,3,ANTH 326 OR ANTH 209 OR ANTH 204 OR ANTH 202 OR permission of the instructor,ANTH326 ANTH209 ANTH204 ANTH202,,,,
ANTH432,ANTH,The Aztecs,3,ANTH 332,ANTH332,,,,
ANTH436,ANTH,North American Native Peoples,3,"ANTH 338, or ANTH 336, or permission of instructor",ANTH338 ANTH336,,,,
ANTH437,ANTH,Historical Archaeology,3,One 200-level course from both EAST and ANTH or permission of instructor,,,,U3 ANTH or EAST students only or permission of instructor. Not open to students who have taken or are taking EAST 437,
ANTH438,ANTH,Topics in Medical Anthropology,3,ANTH 227 and Honours/Major/Minor status in Anthropology or Minor Concentration in Social Studies of Medicine or permission of instructor,ANTH227,,,,
ANTH440,ANTH,Cognitive Anthropology,3,,,,,,
ANTH450,ANTH,Archaeology of Landscape,3,ANTH 357 and ANTH 359,ANTH357 ANTH359,,,Open only to students who have earned a minimum of B- in the prerequisite course(s),
ANTH451,ANTH,Research in Society and Development in Africa,3,Open to U2 or later students in the AFSS,,NRSC 452,NRSC452,Open only to AFSS students during the year of participation in the field. Not open to students who have taken GEOG 451,
ANTH480,ANTH,Special Topic 5,3,Completion of all available courses relevant to the topic and consent of the instructor,,,,,
ANTH481,ANTH,Special Topic 6,3,Completion of all available courses relevant to the topic and consent of the instructor,,,,,
ANTH490,ANTH,Honours Thesis,6,U3 Honours status and permission of instructor,,,,,
ANTH490D1,ANTH,Honours Thesis,3,,,,,,
ANTH490D2,ANTH,Honours Thesis,3,ANTH 490D1. No credit will be given for this course unless both ANTH 490D1 and ANTH 490D2 are successfully completed in consecutive terms ANTH 490D1 and ANTH 490D2 together are equivalent to ANTH 490,ANTH490D1 ANTH490,,,,
ANTH490N1,ANTH,Honours Thesis,3,,,,,,
ANTH490N2,ANTH,Honours Thesis,3,ANTH 490N1,ANTH490N1,,,,
ANTH491,ANTH,Joint Honours Thesis,3,U3 Honours status and permission of instructor,,,,,
ANTH499,ANTH,Internship: Anthropology,3,Permission of the departmental Internship Advisor,,,,"Open to U2 and U3 students normally after completing 30 credits of a 90 credit degree program or 45 credits of a 69-120 credit program, a minimum CGPA of 2.7, and permission of the departmental Internship Advisor. This course will normally not fulfill program requirements for seminar or 400- level courses",
ANTH500,ANTH,Chinese Diversity and Diaspora,3,,,,,"Reserved for U3 Anthropology undergraduate students or graduate students, any other students by permission of instructor. Enrolment Limit: 25 students",
ANTH501,ANTH,Anthropology Beyond the Human,3,U3 Anthropology students only or permission of the instructor,,,,,
ANTH502,ANTH,Social Life of Death,3,,,,,,
ANTH503,ANTH,Production of the Past,3,U3 or permission of instructor,,,,,
ANTH504,ANTH,Environmental Archaeology,3,"ANTH 201, ANTH 357",ANTH201 ANTH357,,,Anthropology major or honours PLUS permission of instructor,
ANTH505,ANTH,Current Advances in Archaeological Theory,3,For undergraduate students: Anth 359. For graduate students: No prerequisite,,,,,
ANTH510,ANTH,Advanced Problems in Anthropology of Religion,3,ANTH 209 or another instructor-approved introduction to the anthropology of religion and either ANTH 352 or ANTH 355,ANTH209 ANTH352 ANTH355,,,U3 students or graduate students only or with permission of instructor,
ANTH511,ANTH,Computational Approaches to Prehistory,3,ANTH 357 or ANTH 359,ANTH357 ANTH359,,,Restricted to U3 and graduate students in the Anthropology Department,
ANTH512,ANTH,Political Ecology,3,,,,,,
ANTH513,ANTH,The Poetry of Anthropology,3,,,,,,
ANTH515,ANTH,The Archaeology of Politics,3,ANTH 359,ANTH359,,,,
ANTH520,ANTH,Problems and Perspectives in Medical Anthropology,3,"ANTH 227, ANTH 302 or ANTH 438, or permission of the instructor",ANTH227 ANTH302 ANTH438,,,,
ANTH521,ANTH,South Asian Archaeology in Age of Text,3,ANTH 361 or permission of the instructor,ANTH361,,,,
ANTH530,ANTH,Material Turn in Archaeology,3,ANTH 201 or ANTH 210,ANTH201 ANTH210,,,"Open to U2, U3, or graduate students",
ANTH540,ANTH,Topics in Anthropological Theory,3,,,,,This course is restricted to U3 Honours students in the Anthropology Department or with permission of the instructor,
ANTH551,ANTH,Advanced Topics: Archaeological Research,3,,,,,,
ANTH555,ANTH,Advanced Topics in Ethnology,3,,,,,Honours students at the U3 level in the Anthropology Department or with permission of instructor,
ANTH560,ANTH,Decolonizing Archaeology,3,Undergraduates only: ANTH 357 or ANTH 359 or permission of the instructor. Restrictions. Undergraduates: Open to U3 students,ANTH357 ANTH359,,,,
ANTH575,ANTH,Concepts of Race,3,"ANTH 201, or ANTH 202, or ANTH 203, and ANTH 352 or ANTH 359",ANTH201 ANTH202 ANTH203 ANTH352 ANTH359,,,U3 students and graduate students in Anthropology programs,
ANTH601,ANTH,Ethnographic Writing As Craft,3,,,,,,
ANTH602,ANTH,Theory 1,3,,,,,,
ANTH602D1,ANTH,Theory 1,1.5,,,,,,
ANTH602D2,ANTH,Theory 1,1.5,ANTH 602D1 No credit will be given for this course unless both ANTH 602D1 and ANTH 602D2 are successfully completed in consecutive terms ANTH 602D1 and ANTH 602D2 together are equivalent to ANTH 602,ANTH602D1 ANTH602,,,,
ANTH603,ANTH,Theory 2,3,,,,,,
ANTH605,ANTH,,3,,,,,,
ANTH609D1,ANTH,Proseminar in Anthropology,3,,,,,,
ANTH609D2,ANTH,Proseminar in Anthropology,3,ANTH 609D1 No credit will be given for this course unless both ANTH 609D1 and ANTH 609D2 are successfully completed in consecutive terms ANTH 609D1 and ANTH 609D2 together are equivalent to ANTH 609,ANTH609D1 ANTH609,,,,
ANTH611,ANTH,Research Design,3,,,,,,
ANTH615,ANTH,Seminar in Medical Anthropology,3,,,,,,
ANTH616,ANTH,Political Anthropology 1,3,,,,,,
ANTH632,ANTH,Central Mexican Archaeology and Ethnohistory,3,,,,,,
ANTH634,ANTH,Anthropology of Development 1,3,,,,,,
ANTH640,ANTH,Psychological Anthropology 1,3,,,,,,
ANTH645,ANTH,"Anthropology, Mind and Brain",3,,,,,,
ANTH648,ANTH,Structural Anthropology,3,,,,,,
ANTH685,ANTH,Research Tutorial 1,3,,,,,,
ANTH690,ANTH,Research Paper 1,6,,,,,,
ANTH691,ANTH,Research Paper 2,6,,,,,,
ANTH692,ANTH,Research Paper 3,6,,,,,,
ANTH694,ANTH,M.A. Thesis Tutorial 1,6,,,,,,
ANTH695,ANTH,M.A. Thesis Tutorial 2,6,,,,,,
ANTH699,ANTH,M.A. Thesis,21,,,,,,
ANTH700,ANTH,Ph.D. Preliminary Examination,0,,,,,,
ANTH701,ANTH,PhD Comprehensive Examination,0,,,,,,
ANTH702,ANTH,PhD Proposal Defence,0,,,,,,
ANTH780,ANTH,Reading and Research 1,3,,,,,,
ANTH781,ANTH,Reading and Research 2,3,,,,,,
ANTH790,ANTH,Ph.D. Tutorial 1,3,,,,,,
ANTH791,ANTH,Ph.D. Tutorial 2,3,,,,,,
ANTH792,ANTH,Ph.D. Tutorial 3,3,,,,,,
ARCH201,ARCH,"Communication, Behaviour and Architecture",6,,,,,,
ARCH202,ARCH,Architectural Graphics and Elements of Design,6,ARCH 201,ARCH201,,,,
ARCH240,ARCH,Organization of Materials in Buildings,3,,,,,,
